"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","UNIT_NUM"
"2021106583","Y","N","U","N","N","N","0","Y","Y","01499","N","","","","","","","","N","","","","","1"
"2021092561","N","U","N","Y","N","Y","1","Y","Y","00150","N","","","","","","","","N","","","","","1"
"2021128624","N","N","U","Y","Y","Y","1","Y","Y","00650","N","","","","","","","","N","","","","","2"
"2022001177","N","Y","U","Y","U","N","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2021008144","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2021076327","Y","Y","Y","Y","Y","Y","2","Y","N","00750","N","","","","","","","","N","","","","","2"
"2021043921","N","Y","U","Y","N","N","0","Y","N","00800","N","","","","","","","","N","","","","","1"
"2021075537","N","U","Y","U","U","U","9","U","U","01449","N","","","","","","","","N","","","","","1"
"2021066135","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2021044652","N","N","N","Y","N","Y","1","Y","N","00600","N","","","","","","","","N","","","","","1"
"2021062391","N","U","U","Y","U","Y","1","Y","N","00125","N","","","","","","","","N","","","","","1"
"2021082768","N","Y","Y","Y","Y","Y","1","Y","Y","01179","N","","","","","","","","N","","","","","2"
"2021083204","Y","Y","Y","Y","Y","Y","1","Y","Y","01200","N","","","","","","","","N","","","","","1"
"2021072506","N","Y","N","Y","U","Y","1","Y","N","00300","N","","","","","","","","N","","","","","1"
"2021021709","N","Y","N","Y","N","N","0","Y","Y","01450","N","","","","","","","","N","","","","","1"
"2021076326","Y","Y","U","U","U","U","9","Y","N","01750","N","","","","","","","","N","","","","","1"
"2021075551","N","Y","U","N","Y","Y","1","Y","N","00883","N","","","","","","","","N","","","","","1"
"2021037313","N","N","U","Y","N","N","0","U","U","01300","N","","","","","","","","N","","","","","1"
"2021063605","N","Y","U","N","N","N","0","Y","N","01200","N","","","","","","","","N","","","","","2"
"2021108024","N","N","U","Y","Y","N","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2021123883","N","Y","U","Y","Y","Y","1","Y","Y","00250","N","","","","","","","","N","","","","","1"
"2021096696","N","N","U","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","","","","","2"
"2021125362","N","N","N","U","N","","0","Y","N","00600","N","","","","","","","","N","","","","","1"
"2021003155","Y","Y","U","Y","Y","Y","1","Y","Y","01803","N","","","","","","","","N","","","","","2"
"2021026371","Y","Y","Y","Y","Y","Y","1","Y","Y","01200","N","","","","","","","","N","","","","","1"
"2021047760","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2021032396","","","","","","","","","","","","","","","","","","","","U","N","N","Y","2"
"2021060622","N","N","U","Y","Y","Y","1","Y","Y","01000","N","","","","","","","","N","","","","","1"
"2021069978","N","N","N","Y","Y","Y","1","Y","N","01000","N","","","","","","","","N","","","","","1"
"2021120885","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
