"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","UNIT_NUM"
"2018083629","N","Y","U","Y","N","N","0","Y","N","01700","Y","N","Y","N","N","0","Y","N","N","","","","","1"
"2018087199","N","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2018092162","Y","Y","Y","Y","N","N","0","Y","N","01440","N","","","","","","","","N","","","","","1"
"2018036569","N","Y","U","Y","U","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2018052420","Y","Y","Y","Y","Y","Y","1","Y","N","01800","Y","Y","Y","Y","Y","1","Y","Y","N","","","","","2"
"2018064686","Y","Y","Y","Y","Y","Y","2","Y","Y","01000","N","","","","","","","","N","","","","","1"
"2018064777","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2018065481","N","Y","Y","N","N","Y","1","Y","Y","01200","N","","","","","","","","N","","","","","1"
"2018072930","N","U","U","U","U","Y","1","U","U","00650","N","","","","","","","","N","","","","","1"
"2018083648","Y","Y","U","Y","U","Y","2","Y","N","01584","Y","N","Y","U","Y","2","Y","N","N","","","","","2"
"2018091490","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2018093054","N","N","U","Y","N","N","0","Y","Y","01250","N","","","","","","","","N","","","","","2"
"2018096949","Y","Y","Y","Y","Y","Y","3","Y","N","01600","N","","","","","","","","N","","","","","1"
"2018097545","Y","Y","N","Y","N","N","0","Y","N","00883","N","","","","","","","","N","","","","","1"
"2018114525","","","","","","","","","","","","","","","","","","","","Y","N","N","Y","1"
"2018127664","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2018015919","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","2"
"2019002816","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2018048192","N","U","U","N","Y","Y","1","Y","Y","00250","N","","","","","","","","N","","","","","1"
"2018059803","N","N","N","Y","N","N","0","Y","N","00600","N","","","","","","","","N","","","","","1"
"2018075377","N","Y","N","Y","Y","Y","2","Y","N","01340","N","","","","","","","","N","","","","","2"
"2018077305","N","N","Y","Y","Y","Y","1","Y","Y","00750","N","","","","","","","","N","","","","","2"
"2018081356","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","1"
"2018086172","N","Y","N","Y","N","N","0","Y","N","00600","N","","","","","","","","N","","","","","1"
"2018090818","N","Y","Y","Y","Y","Y","1","Y","Y","01300","N","","","","","","","","N","","","","","1"
"2018109384","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","2"
"2018110405","N","U","N","Y","U","Y","1","N","Y","00250","N","","","","","","","","N","","","","","1"
"2018134912","","","","","","","","","","","","","","","","","","","","Y","N","N","Y","1"
"2018026305","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2018037417","Y","Y","Y","N","N","N","0","Y","Y","99999","Y","Y","N","N","N","0","Y","Y","N","","","","","1"
"2018043192","Y","Y","U","Y","N","N","0","Y","N","01811","Y","Y","Y","N","N","0","Y","Y","N","","","","","2"
"2018044531","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2018048898","N","Y","U","N","N","","0","Y","Y","01449","N","","","","","","","","N","","","","","1"
"2018050998","N","Y","Y","Y","Y","U","1","Y","Y","00998","N","","","","","","","","N","","","","","1"
"2018051152","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2018056332","U","U","U","Y","U","Y","1","Y","N","99999","N","","","","","","","","N","","","","","2"
"2018070760","N","N","Y","N","U","Y","1","Y","N","00500","N","","","","","","","","N","","","","","1"
"2018082977","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2018087793","","","","","","","","","","","","","","","","","","","","Y","N","N","Y","1"
"2018090889","N","Y","N","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","","","","","1"
"2018093639","Y","Y","Y","Y","Y","Y","1","Y","Y","15000","N","","","","","","","","N","","","","","2"
"2018099009","N","Y","Y","Y","Y","Y","1","Y","N","01670","N","","","","","","","","N","","","","","2"
"2018102931","Y","N","N","Y","Y","Y","3","Y","Y","01450","N","","","","","","","","N","","","","","1"
"2018126613","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2018130887","N","N","N","Y","Y","Y","1","Y","Y","00996","N","","","","","","","","N","","","","","1"
"2018013780","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2018048696","N","N","U","N","N","N","0","Y","Y","00900","N","","","","","","","","N","","","","","1"
"2018074724","N","Y","N","Y","Y","Y","1","Y","Y","00750","N","","","","","","","","N","","","","","1"
"2018078252","N","N","N","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","3"
"2018078974","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2018083559","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2018090587","N","U","U","U","N","U","0","Y","N","00800","N","","","","","","","","U","","","","","2"
"2018098690","Y","Y","N","Y","U","Y","3","Y","U","00750","N","","","","","","","","N","","","","","1"
"2018105574","N","U","U","Y","U","Y","1","Y","Y","00500","N","","","","","","","","N","","","","","1"
"2018107207","N","Y","Y","Y","Y","Y","1","Y","Y","00750","N","","","","","","","","N","","","","","2"
"2018109911","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2018110343","N","U","Y","Y","Y","Y","1","Y","Y","00650","N","","","","","","","","N","","","","","1"
"2018111385","N","Y","N","Y","Y","Y","1","Y","Y","00125","N","","","","","","","","N","","","","","2"
"2018112698","Y","Y","Y","Y","Y","Y","1","Y","Y","01400","N","","","","","","","","N","","","","","2"
"2018039678","N","U","N","N","N","N","0","Y","U","00599","N","","","","","","","","N","","","","","1"
"2018042743","N","N","U","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2018049051","U","U","Y","U","U","U","9","Y","Y","00000","N","","","","","","","","N","","","","","2"
"2018063531","Y","N","Y","N","N","N","0","N","Y","00650","N","","","","","","","","N","","","","","1"
"2018064388","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2018065100","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2018068718","Y","Y","Y","Y","Y","Y","3","Y","N","01449","N","","","","","","","","N","","","","","1"
"2018077303","N","N","U","N","U","Y","1","N","N","01000","N","","","","","","","","N","","","","","1"
"2018094894","Y","Y","Y","Y","Y","Y","3","U","N","00650","N","","","","","","","","N","","","","","2"
"2018107048","Y","U","Y","U","U","Y","3","Y","U","00883","N","","","","","","","","N","","","","","1"
