"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2019049947,"03","1","PO BOX 791","","READING","PA","19601","PENSKE LEASING AND RENTAL","6103207103","026000","","","","","N","","","","","","N","","1","01007063","04"
2019054282,"05","1","7135 CENTENNIAL PLACE","","NASHVILLE","TN","37209","WESTERN EXPRESS, INC","6152599920","","","","","","N","","","","","","N","","1","00511412","08"
2019056687,"02","1","255 RTE 1 & RTE 9S","","JERSEY CITY","NJ","07306","IMPERIAL DADE PAPER & BAG CO","2014377440","025950","","","","","N","","","","","","N","","2","00013811","03"
2019060978,"99","9","1812 CONESTOGA AVE","","LANCASTER","PA","17602","RAMZ MASONRY LLC","7177256166","019500","","","","","N","","","","","","U","","1","","99"
2019067447,"02","1","8055 HWY 67 N","","TEXARKANA","AR","71854","SOUTHERN REFRIGERATED TRANSPORTA","8663390492","068000","","","","","N","","","","","","N","U703427","1","10002299","06"
2019069244,"03","7","4361 OREGON PK","","EPHRATA","PA","17522","GOOD'S DISPOSAL SERVIE","7178591879","073280","","","","","N","","","","","","N","","2","02074205","04"
2019069386,"05","9","4856 ROUTE 287","","WELLSBORO","PA","16901","ZINCK,TRAVIS VAULTINE","5704046340","080000","","","","","N","","","","","","N","","1","01994481","08"
2019069386,"05","1","94 WALDOBORO RD","","JEFFERSON","ME","04348","A. DUIE PYLE INC","8005235020","080000","","","","","N","","","","","","N","","3","00113594","08"
2019073851,"04","4","965 N. STATE STREET","","EPHRATA","PA","17522","HURST HAULING","7174055443","073280","","","","","N","","","","","","N","00121140","1","00561679","04"
2019084764,"05","9","2026 NORTH BROADWAY STR","","NEW ULM","MN","56073","J & R SCHUGEL TRUCKING INC","3369490031","080000","","","","","N","","","","","","N","","2","00116455","08"
2019088790,"05","1","11205 MOUNT JULIET","","MOUNT JULIET","TN","37122","PAUL MILLER TRUCKING","7172255787","080000","","","","","N","","","","","","N","A-00108507","2","00269486","08"
2019096063,"05","3","409 STENTON AVE","","FLOURTOWN","PA","19031","HIGHWAY MATERIAL","7172523636","080000","","","","","N","","","","","","N","","2","00218597","08"
2019097216,"05","1","210 DOVE RD","","FREDERICKSBURG","PA","17026","WILDCAT ENTERPRISES","9999999999","080000","","","","","N","","","","","","N","","1","01825223","08"
2019097216,"05","1","8520 ST RT 161","","PLAIN CITY","OH","43064","HOFFMAN AND KUHN","9999999999","080000","","","","","N","","","","","","N","","2","00397543","08"
2019098968,"99","9","172 REATH RD","","KIRKWOOD","PA","17536","ME3 CORPORATION","9999999999","999999","","","","","N","","","","","","U","","1","","99"
2019098968,"99","4","9813 PHILADELPHIA RD","","ROSEDALE","MD","21237","CAMZ CORPORATION","9999999999","999999","","","","","N","","","","","","U","","4","","99"
2019105201,"05","9","6550 COUNTY RD","","WOODBUTRY","MN","55125","AUTUMN TRANSPORT INC","6517386998","999999","","","","","N","","","","","","N","","2","00184150","08"
2019108325,"03","0","2700 WATER ST PO BOX 17","","YORK","PA","17405","EISENHART CRANE SERVICE INC","7178156900","062000","","","","","N","","","","","","N","","1","00828878","04"
2019119060,"99","1","597 COLD SPRINGS RD","","ELIZABETHTOWN","PA","17022","GOOD COUNTRY FRUIT LLC","7176644600","","","","","","N","","","","","","N","","2","00612834","04"
2019119421,"04","3","40 FURNACE RD","","BART","PA","17503","SKE MASONRY","7177860173","079000","","","","","N","","","","","","N","","2","02265564","09"
2019122315,"99","1","519 NORTHSTAR DR.","","HARRISBURG","PA","17112","NSL FREIGHT LLC","2026433102","999999","","","","","N","","","","","","N","","1","03331847","08"
2019125721,"03","1","60 FILBERT ST","","HANOVER","PA","17331","ECORE INTERNATIONAL","7178252049","080000","","","","","N","","","","","","N","","1","00650571","06"
2019125721,"03","1","6217 ROCKY TRL","","ORLANDO","FL","32808","PATRICK L CLEMMONS","4072472929","080000","","","","","N","","","","","","N","","2","01737792","08"
2019127604,"02","4","3216 MILL LN","","GORDONVILLE","PA","17529","JOHN I HOOBER INC","7177683216","017000","","","","","N","","","","","","N","","2","02119418","02"
2019131911,"04","4","105F SANDY HILL RD","","EPHRATA","PA","17522","STEVEN H BRUGGER","7176290877","080000","","","","","N","","","","","","N","","2","02110400","04"
2019008852,"05","2","111 HSRRISBURG PIKE, P","","RHEEMS","PA","17570","WFM TRANSPORT INC","7179177650","034200","","","","","N","","","","","","N","A-00115580","2","00822830","08"
2019011679,"08","3","135 BENTZ MILL ROAD","","EAST BERLIN","PA","17316","WAGGONER CONSTRUCTION INC.","7174328403","080000","","","","","N","","","","","","N","A-12239","1","00084694","08"
2019024582,"03","1","5655 DOLLEY ROAD","","BUENA PARK","CA","90621","MERIT MOVING AND STORAGE","7145223540","026000","","","","","N","","","","","","N","","1","00077949","08"
2019026530,"02","1","500 OLD DOMINION WAY","","THOMASVILLE","NC","27360","OLD DOMINION","7179601800","014150","","","","","N","","","","","","N","","1","00090849","03"
2019031622,"05","9","400 NW 56TH STREET","","LINCOLN","NE","68528","SHAFFER TRUCKING","8007757000","080000","","","","","N","","","","","","N","","1","00073705","08"
2019033123,"05","1","818 GARRISON AVE FL 2","","TEANECK","NJ","07666","WILSAM TRANSPORT LLC","6463796032","080000","","","","","N","","","","","","N","","1","02935711","08"
2019033123,"05","1","1814 SAN ENRIQUE AVE","","LAREDO","TX","78040","J&E FREIGHT SERVICES LLC","9567860887","080000","","","","","N","","","","","","N","","2","02553445","08"
2019033227,"99","9","901 PETERS RD","","NEW HOLLAND","PA","17557","WELSH MOUNTAIN TRANSPORT","9999999999","015000","","","","","N","","","","","","U","","2","","06"
2019037775,"99","9","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","U","","2","","08"
2019042853,"02","9","1805 BERKS RD","","WORCESTER","PA","19490","ALLAN MYERS LP","6105846020","026000","","","","","N","","","","","","N","","1","00267175","09"
2019071743,"99","1","1162 SAINT GEORGES AVEN","","AVENEL","NJ","07001","USA LOGISTIX CORPORATION","7323800900","080000","","","","","N","","","","","","N","","1","00203061","99"
2019071961,"03","9","400 NW 56TH STREET","","LINCOLN","NE","68528","CRETE CARRIER CORPORATION","8009989007","080000","","","","","N","","","","","","N","","2","00073705","08"
2019072407,"05","3","2984 JOHNSTOWN ROAD","","COLUMBUS","OH","43219","R AND J SOLUTIONS INC","6142946087","080000","","","","","N","","","","","","N","","1","00584195","08"
2019073520,"99","9","137 ORRINGTON COURT","","SCHAUMBURG","IL","60173","TIME LOGISTICS","7028156499","","","","","","N","","","","","","N","","1","03012455","08"
2019077767,"04","2","P O BOX 7","","STEVENS","PA","17578","STEVENS FEED MILL INC","7173362150","073280","","","","","N","","","","","","N","","1","02105925","04"
2019084643,"03","4","3995 CONTINENTAL DRIVE","","COLUMBIA","PA","17512","D.H. FUNK AND SONS LLC","7176840708","070000","","","","","N","","","","","","N","","1","02136520","04"
2019089013,"03","5","248 E. COUNTY LINE RD","","HATBORO","PA","19040","DELAWARE VALLEY CONCRETE CO","2154438362","073280","","","","","N","","","","","","N","","1","00336810","04"
2019102020,"02","8","102 MARTIC HEIGHTS DR.","","HOLTWOOD","PA","17532","DAVID ESCHBACH JR","7172844162","999999","","","","","N","","","","","","N","","2","00387575","11"
2019103385,"99","3","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","N","","","","","","N","","2","","05"
2019105841,"99","1","2401 WALNUT ST","","LEBANON","PA","17402","DEAN TRANSPORTATION","7172911234","073280","","","","","N","","","","","","N","","1","00714483","08"
2019107170,"03","4","109 W BETHESDA CHURCH R","","HOLTWOOD","PA","17532","DELDA EXCAVATION & DEMOLITION","7175607730","073280","","","","","N","","","","","","N","","1","00049336","04"
2019107626,"03","3","1300 51ST ST","","NASHVILLE","PA","37205","P&S TRANSPORTATION","8667050100","080000","","","","","N","","","","","","N","","1","01243338","08"
2019108326,"05","6","2221 LAKESIDE BLVD SUIT","","RICHARDSON","TX","75082","LNR CARRIERS LLC","2126516500","080000","","","","","N","","","","","","N","","3","02140884","08"
2019116068,"06","1","12301 CUMBERLAND RD","","FISHERS","IN","46038-0000","US FOOD SERVICE","8775839659","080000","","","","","N","","","","","","N","","1","00745614","08"
2019118048,"04","0","569 YELLOW HILL RD","","NARVON","PA","17555","KERVIN BEACHY TRANSPORT INC","7174713964","073280","","","","","N","","","","","","N","","2","01506091","04"
2019127713,"05","1","120 STRYKER LANE SUITE 504A","","HILLSBOROUGH","NJ","08844","SAMTRANS LOGISTIC GROUP","9082622133","080000","","","","","N","","","","","","N","","1","02386439","06"
2019004353,"03","1","300 CHURCHILL RD","P.O. BOX 879","PRESCOTT","ON","K0E1T","KRISKA HOLDINGS","6139255903","080000","","","","","N","","","","","","N","","2","00297060","08"
2019009247,"05","1","2135 CENTENNIAL PL","","NASHVILLE","TN","37209","WESTERN EXPRESS INC","6152599920","080000","","","","","N","","","","","","U","","1","00511412","08"
2019015891,"03","7","245 OAK BOTTOM RD","","QUARRYVILLE","PA","17566","CAULER CONTAINER INC","7178060991","058000","","","","","N","","","","","","N","","2","02105303","04"
2019020670,"05","6","345 PURCHASE ST","","MILFORD","MA","01757","AMERICAN TRANSPORT INC","5089044259","999999","","","","","N","","","","","","N","","1","02271240","08"
2019023370,"05","1","8032 CHRISTIE AVE","","LYONS","IL","60534","NT LOGISTICS","3129345423","071000","","","","","N","","","","","","N","","1","02529255","08"
2019025792,"99","8","2701 E CUMBERLAND ST","","LEBANON","PA","17042","BRIGHTBILL TRANSPORTATION INC","9999999999","999999","","","","","","","","","","","U","","1","","10"
2019026137,"05","0","177 CROSSWINDS RD.","","ALUM BANK","PA","15521","H FRED BAREFOOT TRUCKING INC","8148392193","080000","","","","","N","","","","","","N","","1","00295923","08"
