"CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ROUTE","SEGMENT","OFFSET","RDWY_ORIENT","LANE_COUNT","SPEED_LIMIT","STREET_NAME","ROAD_OWNER","ACCESS_CTRL","RDWY_COUNTY"
"2017072612","5","5","","","","N","03","","SERVICE RD","4","","36"
"2017105670","3","3","7076","0230","0","W","4","70","EAST/WEST PK","5","1","36"
"2017072898","5","5","","","","S","02","45","SHIRK RD","4","","36"
"2017082178","3","3","0300","0220","1607","E","2","65","283RD FIELD ARTILLERY MEM HW","2","1","36"
"2017077443","5","5","4005","0010","0","N","2","40","PROSPECT RD","2","3","36"
"2017105455","5","5","4042","0030","1165","E","2","45","CHESTER RD","2","3","36"
"2017062042","3","3","2041","0051","2317","S","2","25","DUKE ST","2","3","36"
"2017071732","3","3","0501","0110","1283","S","2","35","LITITZ PK","2","3","36"
"2017117331","3","3","0300","0350","278","E","3","55","283RD FIELD ARTILLERY ME","2","1","36"
"2017063821","3","3","","","","S","02","35","BOSSLER RD","4","","36"
"2017078115","3","3","0230","0260","1916","W","2","40","MAIN ST","2","3","36"
"2017078110","7","7","2043","0010","0","N","3","40","OAKVIEW RD","2","3","36"
"2017083474","3","3","0472","0052","340","N","2","40","KIRKWOOD PK","2","3","36"
"2017078110","8","8","","","","N","04","","OAKVIEW DR","4","","36"
"2017071957","3","3","4001","0140","1489","S","2","45","SPOOKY NOOK RD","2","3","36"
"2017087643","10","10","","","","U","99","","OAKVIEW RD","4","","36"
"2017087214","4","4","","","","W","02","35","SHEEP HILL RD","4","","36"
"2017073757","3","3","0272","0540","2528","S","2","40","OREGON PK","2","3","36"
"2017072605","5","6","8024","0500","851","W","1","","RAMP C RD","2","1","36"
"2017105500","3","3","0372","0010","1923","W","2","55","NORMAN WOOD BR","2","3","36"
"2017088626","3","3","","","","N","02","35","LANDISVILLE RD","4","","36"
"2017071796","3","3","0501","0070","2745","N","3","40","LITITZ PK","2","3","36"
"2017060311","4","4","1020","0060","1540","E","2","45","MEADOW VALLEY RD","2","3","36"
"2017078372","3","3","0625","0130","2354","S","2","45","READING RD","2","3","36"
"2017059345","3","3","","","","N","02","45","HOLTZMAN RD","4","","36"
"2017078176","4","4","0023","0720","1719","W","2","40","NEW HOLLAND PK","2","3","36"
"2017084979","3","3","0222","0850","555","N","2","65","","2","1","36"
"2017091509","3","4","","","","N","02","35","MEETINGHOUSE RD","4","","36"
"2017094724","4","4","","","","N","02","25","NORTH ST","4","","36"
"2017088172","3","3","0300","0250","1313","E","2","65","283RD FIELD ARTILLERY ME","2","1","36"
"2017080485","5","5","0030","0341","0","W","2","40","LINCOLN HW","2","3","36"
"2017077125","3","3","","","","S","02","35","MOUNT PLEASANT RD","4","","36"
"2017077066","5","5","","","","E","02","35","LEXINGTON RD","4","","36"
"2017087919","3","3","4001","0130","3255","S","2","45","PROSPECT RD","2","3","36"
"2017097279","4","5","","","","W","02","35","COLLEGE AV","4","","36"
"2017104672","3","3","0030","0240","406","E","3","55","LINCOLN HW","2","1","36"
"2017102372","4","5","","","","N","02","35","CORPORATE BL","4","","36"
"2017085823","3","3","0072","0030","99","N","2","25","QUEEN ST","2","3","36"
"2017061317","3","3","0222","0631","997","S","2","25","PRINCE ST","2","3","36"
"2017078110","3","3","0030","0340","0","E","02","40","LINCOLN HW","2","3","36"
"2017036679","4","4","0999","0160","0","E","2","25","MILLERSVILLE PK","2","3","36"
"2017095355","3","3","0072","0110","1239","N","2","35","MANHEIM PK","2","3","36"
"2017080771","3","3","0030","0291","2650","W","3","50","LINCOLN HW","2","1","36"
"2017076919","3","3","0030","0571","1437","W","2","45","LINCOLN HW","2","3","36"
"2017063951","4","4","","","","E","02","35","LOCUST BEND RD","4","","36"
"2017076598","3","3","","","","N","02","35","HESS RD","4","","36"
"2017110060","3","3","0741","0060","1212","S","2","45","MCGOVERNVILLE RD","2","3","36"
"2017111367","4","4","0023","0295","2320","W","2","40","EAST WALNUT ST","2","2","36"
"2017075665","3","3","0743","0154","1607","S","2","45","HERSHEY RD","2","3","36"
"2017109454","4","4","0072","0141","885","S","2","35","MANHEIM PK","2","3","36"
"2017079852","3","4","","","","S","02","35","OAK RD","4","","36"
"2017080808","6","6","","","","N","02","","SINGER AV","4","","36"
"2017093347","3","3","0030","0480","3206","E","2","35","LINCOLN HW","2","3","36"
"2017080518","3","3","0222","1010","1337","N","2","65","DRY TAVERN RD","2","1","36"
"2017064277","3","3","0300","0340","211","E","3","55","283RD FIELD ARTILLERY MEM HW","2","1","36"
"2017078050","4","4","4011","0021","1787","S","2","40","FRUITVILLE PK","2","3","36"
"2017077541","3","3","0300","0191","466","W","2","65","283RD FIELD ARTILLERY MEM HW","2","1","36"
"2017064799","3","3","","","","S","02","35","CREEK RD","4","","36"
"2017077300","4","4","","","","S","02","35","WICKERSHAM RD","4","","36"
"2017079264","5","5","4042","0031","0","W","2","45","YORK RD","2","3","36"
"2017077507","3","3","1063","0020","1134","W","2","25","NEW HOLLAND PK","2","3","36"
"2017075728","3","3","0300","0280","165","E","2","65","283RD FIELD ARTILLERY MEM HW","2","1","36"
"2017076528","3","3","0222","0651","1143","S","2","25","PRINCE ST","2","3","36"
"2017077491","3","3","0272","0690","459","S","2","40","STATE ST","2","3","36"
"2017068200","4","3","","","","E","02","","QUARRY RD","4","","36"
"2017093236","4","4","","","","S","02","","BAKER RD","4","","36"
"2017057610","4","4","","","","S","02","45","WEAVERLAND RD","4","","36"
"2017080679","3","3","","","","S","02","25","MILLCROSS RD","4","","36"
"2017093769","3","3","7076","0020","3168","E","4","70","EAST/WEST PK","5","1","36"
"2017080514","5","5","","","","U","99","","SWAMP RD","4","","36"
"2017090932","3","3","1014","0020","367","W","02","35","VALLEY RD","2","3","36"
"2017062584","3","3","0272","0680","447","S","2","40","SEVENTH ST","2","3","36"
"2017110835","4","4","0222","0731","741","S","2","35","OREGON PK","2","1","36"
"2017064805","4","3","","","","E","02","25","FULTON ST","4","","36"
"2017090277","3","4","","","","W","02","25","SEVENTH ST","4","","36"
"2017062268","3","3","4003","0050","2580","S","2","35","KINDERHOOK RD","2","3","36"
"2017110835","8","8","","","","U","99","","NORTH POINTE BL","4","","36"
"2017110846","5","5","4042","0030","0","E","2","45","CHESTER RD","2","3","36"
"2017080442","3","3","0222","0324","1184","N","2","55","BEAVER VALLEY PK","2","3","36"
"2017067669","3","3","0023","0304","1753","E","2","35","NEW HOLLAND PK","2","3","36"
"2017062103","3","3","0072","0160","1468","N","2","35","MANHEIM PK","2","3","36"
"2017081565","3","3","2029","0160","0","N","2","40","STRASBURG PK","2","3","36"
"2017075035","3","3","1040","0010","2048","E","2","35","COL. HOWARD BL","2","2","36"
"2017094471","4","4","4011","0041","203","S","2","40","FRUITVILLE PK","2","3","36"
"2017094990","3","3","0999","0180","2348","W","2","40","MILLERSVILLE PK","2","3","36"
"2017111134","5","5","8024","0500","851","W","1","30","RAMP C RD","2","1","36"
"2017092268","4","4","","","","S","02","35","KAMES HILL RD","4","","36"
"2017090534","3","3","","","","N","02","35","HILL RD","4","","36"
"2017090265","3","3","0030","0121","1584","W","2","55","LINCOLN HW","2","1","36"
"2017100683","4","3","","","","N","02","25","MARSHALL ST","4","","36"
"2017130172","3","3","0772","0450","50","E","2","40","ROTHSVILLE RD","2","3","36"
"2017064805","3","4","","","","S","02","25","CUSTER AV","4","","36"
"2017090408","4","4","8022","0020","0","E","1","35","RAMP B RD","2","1","36"
"2017079904","3","3","","","","S","02","25","CENTERVILLE RD","4","","36"
"2017079220","3","3","0230","0160","26","E","2","55","HARRISBURG PK","2","3","36"
"2017069255","3","3","1010","0130","133","W","2","40","FARMERSVILLE RD","2","3","36"
"2017118334","3","3","7076","0010","1214","W","4","70","EAST/WEST TU","5","1","36"
"2017073630","4","4","","","","E","02","35","ARROWHEAD DR","4","","36"
"2017071504","3","3","3012","0050","454","W","2","45","DRYTOWN RD","2","3","36"
"2017069993","4","4","1040","0011","3077","W","2","35","COL. HOWARD BL","2","2","36"
"2017076939","4","4","0462","0341","1091","W","02","35","LINCOLN WY","2","3","36"
"2017125963","4","4","","","","E","02","25","GREENBRIAR DR","4","","36"
"2017092730","3","3","0030","0610","613","E","3","55","LINCOLN HW","2","3","36"
"2017092057","3","4","","","","E","02","25","CHESTNUT ST","4","","36"
"2017081085","3","3","0222","0310","1975","N","2","40","W FOURTH ST","2","3","36"
"2017127783","3","3","0023","0400","0","E","2","35","MAIN ST","2","3","36"
"2017082607","4","4","","","","S","02","35","LEXINGTON RD","4","","36"
"2017133080","4","4","8028","0250","0","W","1","20","RAMP I RD","2","1","36"
"2017084400","3","3","2029","0020","1942","S","02","40","BUNKER HILL RD","2","3","36"
"2017100629","4","3","","","","E","02","25","WABANK RD","4","","36"
"2017083822","3","3","0030","0210","3233","E","4","55","LINCOLN HW","2","1","36"
"2017135783","3","3","0772","0680","0","E","2","35","NEWPORT RD","2","3","36"
"2017103200","4","4","0743","0151","1111","S","02","45","HERSHEY RD","2","3","36"
"2017099914","3","3","0030","0340","2361","E","02","40","LINCOLN HW","2","3","36"
"2017099033","5","5","","","","N","02","25","4TH ST","4","","36"
"2017105476","3","3","0896","0220","703","N","02","45","GEORGETOWN RD","2","3","36"
"2017058908","3","3","4011","0060","1739","N","2","40","FRUITVILLE PK","2","3","36"
"2017059183","3","3","0030","0261","275","W","3","55","LINCOLN HW","2","1","36"
"2017136118","3","3","1063","0040","1165","E","2","40","NEW HOLLAND PK","2","3","36"
"2017081832","3","3","0023","0264","0","E","02","25","CHESTNUT ST","2","2","36"
"2017085752","4","3","","","","W","02","40","BUENA VISTA RD","4","","36"
"2017082330","4","4","","","","W","02","25","FRANKLIN ST","4","","36"
"2017138166","3","3","0041","0050","1380","S","2","45","NEWPORT PK","2","3","36"
"2017102597","3","3","4017","0120","1273","N","02","35","GRANDVIEW RD","2","3","36"
"2017101753","4","4","","","","N","02","55","LOCUST GROVE RD","4","","36"
"2017133423","5","4","","","","E","99","15","BEECHNUT DR","4","","36"
"2017133758","3","3","0023","0310","0","E","2","35","NEW HOLLAND PK","2","3","36"
"2017091504","3","3","0222","0324","0","S","2","55","BEAVER VALLEY PK","2","3","36"
"2017085693","3","4","","","","N","02","","GRIDLEY RD","4","","36"
"2017084582","3","3","","","","S","03","35","CENTERVILLE RD","4","","36"
"2017102180","3","3","0300","0340","2527","E","3","55","283RD FIELD ARTILLERY ME","2","1","36"
"2017099174","4","4","","","","W","02","45","GAULT RD","4","","36"
"2017134828","3","3","0030","0235","1566","W","2","55","LINCOLN HW","2","1","36"
"2017135234","3","3","0222","0060","820","S","2","50","ROBERT FULTON HW","2","3","36"
"2017101390","3","3","0030","0251","46","W","03","55","LINCOLN HW","2","1","36"
"2017063012","3","3","1010","0180","1487","W","2","45","MARTINDALE RD","2","3","36"
"2017059894","3","4","","","","E","02","25","CHESTNUT ST","4","","36"
"2017059636","3","3","0072","0091","719","S","2","35","FRUITVILLE PK","2","3","36"
"2017136198","5","5","","","","U","99","","TRUCE RD","4","","36"
"2017137382","3","3","0030","0281","2029","W","3","55","LINCOLN HW","2","1","36"
"2017101003","5","5","","","","E","02","35","LEXINGTON RD","4","","36"
"2017098180","3","3","","","","S","02","25","2ND ST","4","","36"
"2017082686","3","4","","","","S","04","35","HIGHLANDS DR","4","","36"
"2017082091","5","4","0462","0341","131","W","02","35","LINCOLN WY","2","3","36"
"2017083448","3","3","0741","0440","950","E","2","50","STRASBURG RD","2","3","36"
"2017082580","3","3","4001","0140","886","N","2","45","SPOOKY NOOK RD","2","3","36"
"2017102178","3","3","0462","0230","1315","W","2","35","COLUMBIA AV","2","3","36"
"2017101641","3","3","0462","0300","661","E","3","35","LINCOLN WY","2","3","36"
"2017101193","5","5","","","","W","03","25","OREGON RD","4","","36"
"2017091553","3","3","1051","0160","1160","N","02","35","MAIN ST","2","3","36"
"2017099742","3","3","0772","0800","483","E","2","35","NEWPORT RD","2","3","36"
"2017057492","3","4","","","","W","02","35","STONY LN","4","","36"
"2017059917","3","3","0322","0310","0","E","2","35","28TH DIVISION HW","2","3","36"
"2017113911","4","4","0072","0131","416","S","2","35","MANHEIM PK","2","3","36"
"2017121012","3","3","1063","0040","0","E","2","35","NEW HOLLAND PK","2","3","36"
"2017102874","3","3","0625","0060","0","N","2","45","READING RD","2","3","36"
"2017112132","3","3","0272","0650","0","S","02","40","OREGON PK","2","3","36"
"2017089202","3","3","0023","0390","148","W","2","35","MAIN ST","2","3","36"
"2017082941","3","3","0222","0640","68","N","2","25","LIME ST","2","3","36"
"2017097291","4","4","","","","S","02","25","GREENFIELD RD","4","","36"
"2017090763","3","3","0072","0060","587","N","02","25","QUEEN ST","2","3","36"
"2017094991","3","3","","","","N","02","25","BUTTER RD","4","","36"
"2017082442","5","5","","","","E","02","25","WABANK RD","4","","36"
"2017093456","3","3","0462","0020","334","W","03","35","CHESTNUT ST","2","3","36"
"2017094559","3","3","0030","0440","640","W","02","35","LINCOLN HW","2","3","36"
"2017093137","3","3","0230","0210","0","W","02","45","W MAIN ST","2","3","36"
"2017099913","4","4","","","","E","02","45","LANDISVILLE RD","4","","36"
