"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2017049398,"05","1","888 DOREMUS AVE","","NEWARK","NJ","07114","SALSON DEDICATED INC","7246334029","080000","","","","","N","","","","","","N","","1","02185940","08"
2017051558,"02","3","65 PEACH LANE","","RONK","PA","17572","AMISH BACKYARD STRUCTURES","7172883127","016500","","","","","N","","","","","","N","","1","01574584","00"
2017054803,"02","1","1851 COLONIAL VILLAGE LN","","LANCASTER","PA","17601","FEDERAL EXPRESS CORP.","7172958352","012000","","","","","N","","","","","","N","A-00112261","1","00086876","03"
2017059347,"03","7","230 OBIE ROAD","","SCHAEFFERSTOWN","PA","17088","LEBANON FARMS DISPOSAL INC.","7179492363","073280","","","","","N","","","","","","U","","1","02098040","04"
2017062365,"03","1","5387 DIVISION HWY","","EAST EARL","PA","17519","WEAVERS HAULING","7179897790","080000","","","","","N","","","","","","N","","1","02295635","04"
2017068376,"05","1","3200 INDUSTRIES RD","","RICHMOND","IN","47374","XPO LOGISTICS FREIGHT INC","8602123085","080000","","","","","N","","","","","","N","","2","00241829","08"
2017070022,"02","1","201 RUNNING PUMP ROAD","","LANCASTER","PA","17603","LANCASTER FARM FRESH ORGANICS LL","7175653533","025950","","","","","N","","","","","","N","","1","01754011","03"
2017070023,"04","4","1699 CROWN POINT RD","","WEST DEPFORD","NJ","08086","ZEISLOFT TRUCKING","8568459020","072800","","","","","N","","","","","","N","A-00108521","2","00153643","04"
2017081565,"02","1","PO BOX 170 INDUSTRIAL PK DR","","MOUNT POCONO","PA","18344","CENTRAL COCA COLA YORK SALES","5708952193","032700","","","","","N","","","","","","N","","2","03000937","03"
2017085433,"05","3","199 STIEGEL STREET","","MANHEIM","PA","17545","DUNCANNON INVESTMENT GROUP III","7176645033","080000","","","","","N","","","","","","N","","2","02122873","08"
2017103489,"99","8","45 ERICK ROAD","","LANCASTER","PA","17601","RED ROSE TRANSIT AUTHORITY","7173975613","999999","","","","","N","","","","","","N","","1","","11"
2017107322,"99","9","4547 SPRUCE ST","","WHITEHALL","PA","18052","WEINHOFER FARMS LLC","9999999999","080000","","","","","N","","","","","","Y","","2","","08"
2017110519,"02","3","116 HALL ST","","HAMMONTON","NJ","08037","ATLANTIC COUNTY MARINE TRANSPORT","6094724353","999999","","","","","N","","","","","","N","","1","01672323","03"
2017111372,"03","0","2099 S. PARK CT STE 1","","DUBUQUE","IA","52003","FOODLINER INC","5635842670","080000","","","","","N","","","","","","N","","2","00046257","07"
2017114254,"05","4","200 PHILLIPS MILL RD.","","COCHRANVILLE","PA","19330","JASON JONES TRUCKING","2674388163","080000","","","","","N","","","","","","N","","1","02510941","08"
2017114254,"05","1","4747 MCLANE PARKWAY","","TEMPLE","TX","76504","MFS FLEET INC.","2547717424","080000","","","","","N","","","","","","N","","2","00917131","08"
2017115741,"05","1","3423 ELAUNTA ST","","LOGANVILLE","GA","30052","MMM EXPRESS","6789993308","","","","","","N","","","","","","N","","1","02114785","06"
2017116674,"05","3","1 ABC PKWY","","BELIOT","WI","53511466","ABC SUPPLY COMPANY","6083627777","080000","","","","","N","","","","","","N","","2","00251000","08"
2017129044,"04","3","63 KREIDER LN","","MANHEIM","PA","17545","B.R. KREIDER & SON, INC.","7174717784","080000","","","","","N","","","","","","N","","1","00483366","08"
2017132313,"08","3","115 RANCKS CHURCH ROAD","","NEW HOLLAND","PA","17557","SAUDERS HARDSCAPE SUPPLY","5419791139","080000","","","","","","","","","","","N","A-00122195","1","01414311","08"
2017132503,"05","9","PO BOX 2185","","HARRISON","AR","72602","MKI LEASING INC","8707436222","080000","","","","","N","","","","","","N","","2","00777764","08"
2017020720,"05","3","461 DILLIER AVENUE","","NEW HOLLAND","PA","17557","SINDALL TRANSPORT INCORORATED","7173540606","","","","","","N","","","","","","N","","1","","06"
2017031417,"04","5","3912 BRUMBAUGH RD POB 77","","NEW ENTERPRISE","PA","16664","NEW ENTERPRISE STONE & LIME CO","8147662211","073280","","","","","N","","","","","","N","","1","00103221","04"
2017033456,"05","6","9775 HOLLY HILL DR","","ORLANDO","FL","32824","RUN FREE AUTO TRANSPORT, CORP","7864368583","080000","","","","","N","","","","","","N","","2","02971419","08"
2017041558,"05","1","7480 CONOWINGO AVE","","JESSUP","MD","20794","SUDANO PRODUCE","4107992100","080000","","","","","N","","","","","","N","","2","01887853","08"
2017043387,"99","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","5","99999999","06"
2017053163,"02","1","1801 COLEBROOK RD","","LANCASTER","PA","176011803","JOHN L LANDIS DBA LANDY SHADE MU","7178987689","017995","","","","","N","","","","","","N","","2","00584131","03"
2017053787,"02","8","2701 EAST CUMBERLAND ST","","LEBANON","PA","17042","BRIGHTBILL TRANPORTATION INC","8009324625","999999","","","","","N","","","","","","N","","2","","10"
2017058543,"99","9","2727 OLD PHILA PIKE","","BIRD IN HAND","PA","17505","BIRD IN HAND MOTOR INN INC","9999999999","014500","","","","","N","","","","","","U","","2","","05"
2017066740,"02","1","2101 N 13 TH ST PO BOX 1","","READING","PA","19604","KAPPENHEFFER AND SONS","6108428428","035350","","","","","N","","","","","","N","","2","00085546","03"
2017067149,"02","0","102 W FRANKLIN STREET","","STEELTON","PA","17113","SYSTEMS PLUS OFFICE SERVICES INC","7179395200","012500","","","","","N","","","","","","N","","2","01932521","00"
2017068242,"05","1","8501 RIVER RD","","PENNSAUKEN TOWNSHIP","NJ","08110","POLARIS INTERMODAL","8562968007","080000","","","","","N","","","","","","N","","2","00038111","08"
2017069887,"03","1","796 HEREFORD ROAD","","ELIZABETHTOWN","PA","17022","UMBRELL TRUCKING LLC","7173149344","080000","","","","","N","","","","","","N","","2","00145222","08"
2017074389,"99","9","1001 PAXTON ST.","","HARRISBURG","PA","17104","PENNSY SUPPLY INC.","7178677584","","","","","","N","","","","","","N","","2","00011879","99"
2017079443,"99","9","3925 COLUMBIA AVE","P O BOX 476","MOUNTVILLE","PA","17554","ABEL CONSTRUCTION CO INC","9999999999","017500","","","","","N","","","","","","U","","1","","05"
2017079612,"03","1","PO BOX 153","","CORNWALL","PE","K6H4Z","BULK CARRIERS (P.I.E) LTD","9026752600","039700","","","","","N","","","","","","N","","1","00568522","08"
2017079612,"02","1","500 OLD DOMINION WAY","","THOMASVILLE","NC","27360","OLD DOMINION FREIGHT LINE INC","6102737922","080000","","","","","N","","","","","","N","","2","00090849","08"
2017082408,"99","1","740 E LINCOLN AVE","","MYERSTOWN","PA","17067","DENMAR ASSOCIATES LLC","9999999999","012000","","","","","N","","","","","","U","","1","","05"
2017083813,"06","1","15 LITITZ RUN RD.","","LITITZ","PA","17543","RELIABLE INDUSTRIES","7176262181","068000","","","","","N","","","","","","N","","2","00296082","08"
2017084979,"05","9","1800 E OLD LINCOLN HWY","","LANGHORNE","PA","19047","MAWSON AND MAWSON INC.","2157501150","999999","","","","","N","","","","","","N","","1","00113529","08"
2017092194,"03","9","900 A AVENUE","","SEYMOUR","IN","47274","KROGER DEDICATED LOGISTICS","7174135487","080000","","","","","N","","","","","","N","A-0114461","2","00624483","08"
2017102577,"99","9","702 SW EIGHTH ST MS-0555","","BENTONVILLE","AR","72716","WALMART TRANSPORTATION LLC","3026594812","033000","","","","","N","","","","","","N","","2","00063585","08"
2017111616,"05","3","52 MILL ST","","CHRISTIANA","PA","17509","LITTLE WASHINGTON FABRICATORS IN","6109790079","080000","","","","","N","","","","","","N","","2","02463491","08"
2017126748,"99","9","3754 COUNTRY LN","","GORDONVILLE","PA","17529","COUNTRY LANE LAWN CARE","9999999999","011000","","","","","N","","","","","","N","","1","","05"
2017129394,"99","8","409 ELK ST","","CARNEGIE","PA","15106","STA OF PENNSYLVANIA INC","9999999999","999999","","","","","N","","","","","","N","","2","","10"
2018003084,"03","0","8271 BROCK BRIDGE ROAD","","LAUREL","MD","20724","JOHN RITTER TRUCKING COMPANY","4108804333","080000","","","","","N","","","","","","N","","2","00006903","08"
2018004125,"05","9","2525 BRIDGETOWN PIKE","","FEASTERVILLE TREVOSE","PA","19053","MUALDAZE WASTE SOLUTIONS LLC","2153867783","080000","","","","","N","","","","","","N","","3","02535842","08"
2017009466,"04","9","9307 E SPRINGFIELD RD","","SEVEN VALLEYS","PA","17360","DOUGLASA DAVID THOMAN","7176765350","080000","","","","","N","","","","","","N","","1","00536531","08"
2017009466,"04","9","3186 STRASBURG RD","","COATSVILLE","PA","19320","WEAVER MULCH LLC","4848182118","073280","","","","","N","","","","","","N","","2","00058402","04"
2017009466,"04","9","1604 INDUSTRIAL DRIVE","","CARLISLE","PA","17013","GIANT FOOD STORES LLC","7174399901","080000","","","","","N","","","","","","N","","3","00000587","08"
2017011120,"03","9","2166 BEECHWOOD ST","","OREFIELD","PA","18069","RODERICK R YOUNG","6106578987","080000","","","","","N","","","","","","N","A-9999999","1","00244575","08"
2017027858,"02","4","EQUIP 184-2072","17TH AND A","HARRISBURG","PA","17120","PENN DOT","7172997621","038000","","","","","N","","","","","","N","","1","","03"
2017036515,"05","3","1 MARK V DRIVE, P.O.BOX 190","","LITITZ","PA","17543","ADVANTAGE TRUCK LEASING INC","7176251215","065000","","","","","N","","","","","","U","","2","01360592","08"
2017038709,"03","7","1245 EAGLES WAY","","EAST EARL","PA","17519","EAGLE DISPOSAL","7173559560","073280","","","","","N","","","","","","N","A-8911340","1","01413530","04"
2017038769,"02","9","2310 S REDWOOD AVE.","","INDEPENDENCE","MO","64057","DEALERS CHOICE TRUCKWAY SYSTEM","6202889813","80,000","","","","","N","","","","","","N","","2","00255166","03"
2017043510,"04","9","PO BOX 759","","POTTSTOWN","PA","19464","MAYER POLLOCK STEEL CORP","7174309491","073280","","","","","N","","","","","","N","","1","00113588","04"
2017047303,"05","9","15 INDUSTRIAL PARK ROAD","","MIFFLINBURG","PA","17844","RITZ-TRANS CORPORATION OF PA","8004597489","080000","","","","","N","","","","","","Y","","1","01487884","98"
2017048882,"02","1","505 E MAIN STREET","PO BOX 13","NEW HOLLAND","PA","17557","LITTLE STREAM AUTO RENTAL","7173550436","013025","","","","","N","","","","","","N","","1","99999999","06"
2017051667,"99","8","2176 LINCOLN HWY E","","LANCASTER","PA","17602","LANCASTER MENNONITE SCHOOL","9999999999","999999","","","","","N","","","","","","U","","3","","10"
2017051667,"10","9","6130 S SUSQUEHANNA TRAIL","SUITE 2","PORT TREVORTON","PA","17864","MOD TRANS","5703743965","080000","","","","","N","","","","","","Y","","4","00708188","98"
2017055824,"05","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","N","","","","","","N","","1","00099999","08"
2017082192,"99","9","257 CENTERVILLE RD","","LANCASTER","PA","17603","TURKEY HILL MINIT MARKETS","9999999999","012300","","","","","N","","","","","","U","","4","","05"
2017097278,"05","1","2763 FREINDSHIP RD.","","VINELAND","NJ","08360","HERNANDEZ TRI ST TKG & TRANS LLC","2679728900","080000","","","","","N","","","","","","N","","2","02642507","08"
2017104045,"06","1","3300 POTTSVILLE PIKE, P","","READING","PA","19612","CLOVER FARMS TRANSPORTATION CO","6109219634","","","","","","N","","","","","","N","","2","01055789","06"
2017105764,"03","7","1555 RIVER RD","","MARIETTA","PA","17547","REPUBLIC SERVICES OF PA LLC","8002109675","","","","","","N","","","","","","N","","2","00348394","04"
2017112132,"05","2","101 W HARRISBURG AVE","","RHEEMS","PA","17570","MFM TRANSPORT INC","8006926008","080000","","","","","N","","","","","","N","","2","00822830","08"
2017118421,"05","1","229 SHELLYLAND ROAD","BUILDING 5","MANHEIM","PA","17545","LANCOR LOGISTICS LLC","7175874324","080000","","","","","N","","","","","","N","A-00235897","2","02394714","08"
2017119422,"99","3","1395 S HACKMAN","","STAUNTON","IL","62088","TDS TRANSPORT INC","5702747733","080000","","","","","N","","","","","","Y","","1","17450001","08"
2017124082,"02","8","45 ERICK RD","","LANCASTER","PA","17603","SOUTH CENTRAL TRANSIT AUTHORITY","7173975613","999999","","","","","N","","","","","","N","","2","","10"
2018012275,"03","2","51 LONG AVE.","","EPHRATA","PA","17522","SWEETWATER PROPANE INC","7175475427","033000","3","","","","Y","1","","","","","N","","2","02139712","04"
2017026285,"05","1","9757 MILITARY PKWY","","DALLAS","TX","75227","STEVENS TRANSPORT INC","8005684252","080000","","","","","N","","","","","","N","","2","00079466","08"
2017030382,"03","2","5508 W HWY 290 STE 300","","AUSTIN","TX","78735","AIR PRODUCTS AND CHEMICALS INC","7173931062","080000","","","","","N","","","","","","N","","2","00101263","08"
2017039336,"99","4","3172 ANCHOR RD","","WASHINGTON BORO","PA","17582","BENJAMIN G RICE","9999999999","060000","","","","","N","","","","","","N","","1","99999999","09"
2017042669,"03","1","226 1/2 UNION STREET","","ALLENTOWN","PA","18109","JDR TRANSPORT LLC","4848383235","080000","","","","","N","","","","","","N","","1","02858142","08"
2017042669,"03","1","510 S. ENTERPRISE INC","","LEBANON","IN","46052","NATIONAL FREIGH INC","6103368419","080000","","","","","N","","","","","","N","","2","01486168","08"
2017044549,"03","0","320 BLOSSOM CIR.","","EGG HARBOR TWP.","NJ","08234","ZAWA LOGISTICS","6709700479","999999","","","","","N","","","","","","N","","2","02792670","07"
2017044549,"05","9","3088 389TH AVE. NE","","STANCHFIELD","MN","55080","DORDAL FARM EQUIPMENT","3203962970","999999","","","","","N","","","","","","N","","3","01114175","08"
2017047206,"04","7","4361 OREGON PIKE","","EPHRATA","PA","17522","GOODS DISPOSAL SERVICES","7178591879","073280","","","","","N","","","","","","U","","1","","04"
2017048899,"03","4","934 JUNCTION RD","","MANHEIM","PA","17545","SPORTING VALLEY FEED","7176292524","017545","","","","","N","","","","","","N","A-00017545","2","00017545","04"
2017054007,"03","5","70 LITITZ ROAD","PO BOX 365","2450577","PA","17543","RQ CARRIERS INC","7176269786","073280","","","","","N","","","","","","N","","2","01234567","04"
2017056075,"05","1","2337 RUE ST JOSEPH","","SAINTE - PERPETUE","QC","JOC1R","TRANSMARC","8193141931","","","","","","N","","","","","","N","","1","02512198","08"
2017056869,"99","2","230 LINCOLN HWY E","","NEW OXFORD","PA","17350","AERO ENERGY DIV MACS","8009984311","056000","3","","","","Y","1","","","","","N","A-00119090","2","00094326","04"
2017062125,"05","1","10649 EVENDALE ROAD","","CINCINNATI","OH","45241","WORLD WIDE LEASING INC","3048416245","999999","","","","","N","","","","","","N","","2","00531774","08"
2017063422,"02","1","4000 CLINE AVE","","CHICAGO","IL","46312","PENSKE TRUCK LEASING","7173308048","025950","","","","","N","","","","","","N","","1","00327574","03"
2017064175,"02","1","1000 FEDEX DR","","CORAOPOLIS","PA","15230","FEDEX","4122691000","023000","","","","","N","","","","","","N","","2","00265752","03"
2017080095,"02","1","1403 67TH ST","","NORTH BERGEN","NJ","07047","LUNA LOGISTICS","2016819092","999999","","","","","N","","","","","","N","","1","02416638","03"
2017087843,"08","1","3400 EAST MAIN","","DANVILLE","IL","61832","TRANSCO INC","5703967416","072000","","","","","N","","","","","","N","","1","01062707","08"
2017090037,"03","7","230 OBIE RD","","SCHAEFFERSTOWN","PA","17088","LEBANON FARMS DISPOSAL","8005335356","080000","","","","","N","","","","","","N","","2","02098040","04"
2017093769,"04","1","157 BRICK YARD ROAD","","NEW OXFORD","PA","17350","FROCK BROTHERS TRUCKING","4433756969","070000","","","","","N","","","","","","N","","2","00223634","08"
2017101302,"03","9","UNKNOWN","","UNKNOWN","PA","99999","UNKNOWN","9999999999","999999","","","","","","","","","","","U","","1","99999999","08"
2017107874,"03","4","4604 EDGES MILL RD.","","DOWINGTOWN","PA","19335","A-1 MULCH","6102697022","070000","","","","","N","","","","","","N","A-00118643","2","00995052","99"
2017114548,"04","2","44 NORTH THIRD STREET","","DENVER","PA","17517","GEHMAN FEED MILL INC","7173365585","030000","","","","","N","","","","","","N","","2","00285357","09"
2017118314,"05","9","5905  WOODARD RODGE DR","","BAKERSFIELD","CA","93313","PREMIUM FREGHT LINES INC","6612473605","080000","","","","","N","","","","","","N","","1","02056546","08"
2017136915,"05","1","650 WESTTOWN RD, P O BO","","WEST CHESTER","PA","19381","A DUIE PYLE INC","8005235020","080000","","","","","N","","","","","","N","","1","00113594","08"
2018012374,"05","1","3525 N. 30TH","","LAGRANGE","IL","61354","MCT TRANSPOTATION INC","6053398400","080000","","","","","N","","","","","","N","","1","00000783","08"
2018013919,"02","0","1840 MUNICIPAL DR","","LANCASTER","PA","17601","MANHEIM TOWNSHIP","7175696404","039000","","","","","N","","","","","","N","","2","","09"
2017012664,"99","8","8 BEAVER VALLEY RD","","WILLOW STREET","PA","17584","SHULTZ TRANSPORTATION CO","9999999999","999999","","","","","","","","","","","U","","2","","11"
2017040021,"05","6","52 HAVERHILL ROAD","","JOPPA","MD","21009","ALWAYS AUTO TRANSPORT","4104999319","072000","","","","","N","","","","","","N","","1","02191536","08"
2017052655,"02","1","1315 LITTLE MILL RD","","FRANKLINVILLE","NJ","08322","S & L BREAD DIST","9999999999","014500","","","","","N","","","","","","N","","2","99999999","03"
2017055791,"05","2","7336 W15TH AVENUE","","GARY","IN","46406","RYDER TRUCK","7324862210","080000","","","","","N","","","","","","N","","1","00077890","08"
2017061788,"06","1","PO BOX 25612","","RICHMOND","VA","25612","ESTES EXPRESS LINES","8003531900","080000","","","","","N","","","","","","U","A-00110475","1","00121018","08"
2017068515,"02","1","904 MILL ROAD","","ELIZABETHTOWN","PA","17022","ST. PETERS CATHOLIC CHURCH","7173671255","026000","","","","","N","","","","","","N","","1","00000000","06"
2017072769,"03","1","233 GUNHART RD","","MOHNTON","PA","19540","NY POULTRY & LIVESTOCK","7185522725","025950","","","","","N","","","","","","N","","1","02913235","04"
2017073981,"03","9","9800 CROSSPOINT BLVD SUITE 300","","INDIANAPOLIS","IN","46256","NEW BERN TRANSPORT CORP","9147676000","026000","","","","","N","","","","","","N","A-00114468","2","00692947","08"
2017083178,"99","9","8 EVERLAST DR","","NEWVILLE","PA","17241","CUSTOM MAITENANCE SERVICES INC","9999999999","012000","","","","","N","","","","","","U","","1","","05"
2017084588,"05","1","2900 OLEY TURNPIKE RD APT B1","","READING","PA","19601","JOSE LUIS LOPEZ-PALACIOS","9089377582","080000","","","","","N","","","","","","N","","1","00210315","08"
2017087797,"03","1","233 VALLEYBROOK AVE","","BOWLING GREEN","KY","42101","VITA NOVA LLC","5108879300","","","","","","N","","","","","","N","","1","02490695","08"
2017088623,"99","9","316 W MOUNT VERNON ST","","LANSDALE","PA","19446","EMS DISPATCH INC","9999999999","080000","","","","","N","","","","","","U","","2","","08"
2017092672,"02","8","8 BEAVER VALLEY PK","","WILLOW STREET","PA","17584","SHULTZ TRANSPORTATION CO.","7174645800","999999","","","","","N","","","","","","N","","2","","11"
2017093370,"02","8","45 ERICK ROAD","","LANCASTER","PA","17601","RED ROSE TRANSIT AUTHORITY","7173975613","999999","","","","","N","","","","","","N","","2","","11"
2017096028,"02","1","316 OLD BLUE ROCK RD","","MILLERSVILLE","PA","17551","SHEID PRODUCE INC","7178726201","025500","","","","","N","","","","","","N","","1","","03"
2017096028,"03","7","1245 EASGLES WAY","","EAST EARL","PA","17519","EAGLE DISPOSAL OF PA INC","7173559560","073280","","","","","N","","","","","","N","","2","","04"
2017105460,"02","1","45 HAMP RD","","LAMBERTVILLE","NJ","08530","NJ LIVESTOCK MARKET INC","9173028967","","","","","","N","","","","","","N","","2","02902522","03"
2017105490,"03","1","10 CRISFIELD ROAD","","SICKLERVILLE","NJ","08081","LOWERY TRUCKING INC","6094721432","025950","","","","","N","","","","","","N","","2","01423220","04"
2017117639,"02","1","1821 BEAVER AVE","","PITTSBURGH","PA","15233","UPS","7175606646","","","","","","N","","","","","","","155484","2","","05"
2017120287,"03","9","2224 OXFORD ROAD","","NEW OXFORD","PA","17350","AGRICULTURAL COMMODITIES","8142674654","080000","","","","","N","","","","","","N","","1","00027634","08"
2017121258,"05","1","2700 N. PARKER ROAD","","SPRINGFIELD","MO","65803","PRIME INC.","9526881139","080000","","","","","N","","","","","","N","","2","00003706","08"
2017136918,"03","2","101 W HARRISBURG AVE","","RHEEMS","PA","17570","WFM TRANSPORT","8006926008","080000","","","","","N","","","","","","N","A-00115850","1","00822830","08"
2017000598,"05","9","1526 MILTO GROVE RD","","MOUNT JOY","PA","17552","CURTIS J MARTIN","7175754178","054000","","","","","N","","","","","","N","","2","01204952","08"
2017004520,"03","7","230 WOHLSEN WAY","","LANCASTER","PA","17603","WASTE MANAGEMENT OF PA INC.","8006339096","066000","","","","","N","","","","","","N","","2","00344050","04"
2017010390,"05","1","34008 9TH AVE S SUITE B","","FEDERAL WAY","WA","98003","UNITED TRANSPORT LLC","7737426573","080000","","","","","N","","","","","","N","","1","02114777","08"
2017022546,"05","2","711 JORIE BLVD., STE 101N","","OAK BROOK","IL","60523","SUPERIOR BULK LOGISTICS","6305732555","999999","8","","","","Y","1","","","","","N","","2","00834726","08"
2017044296,"03","2","15 MOUNT JOY ST","","MOUNT JOY","PA","175521417","COLUMBIA PETROLEUM TRANS","7172782459","054000","","","","","N","","","","","","N","","2","00943816","04"
2017044330,"02","1","2625 MARKET PL","","HARRISBURG","PA","17110","ENTERPRISE FM TRUST","7179095000","016500","","","","","N","","","","","","N","","2","99999999","03"
2017053219,"05","1","43 GRAYBILL RD","","LEOLA","PA","17540","AMELLIAS LLC","7173920635","065000","","","","","N","","","","","","N","","3","00327574","06"
2017053988,"03","7","1555 RIVER RD","","MARIETTA","PA","17547","REPUBLIC SERVICES","7173428746","073280","","","","","N","","","","","","U","","2","00348394","04"
2017064547,"02","1","3970 W 10TH ST","","INDIANAPOLIS","IN","46222","HERITAGE CRYSTAL CLEAN","8478365670","","","","","","N","","","","","","N","","2","00831633","03"
2017065790,"03","1","P.O. BOX 544","","JAMESBURG","NJ","08831","SYSTEM FREIGHT","6093958600","080000","","","","","N","","","","","","N","","1","00143155","08"
2017067217,"05","1","400 MULLBERRY ST PO BOX","","YORK","PA","17402","SH EXPRESS INC","8005485015","080000","","","","","N","","","","","","N","","2","00318456","08"
2017068836,"99","9","850 WILLOW RD","","LANCASTER","PA","17601","BURCH INVESTMENTS","9999999999","010700","","","","","N","","","","","","U","","1","","05"
2017072095,"05","1","PO BOX 793 ROUTE 10 GREEN HILL","","READING","PA","19603","PENSKE LEASING","4843570224","072000","","","","","N","","","","","","N","","2","00121058","08"
2017072900,"02","1","1111 SMILE WAY","","YORK","PA","17404","CINTAS SERVICE TRANSPORTATION","7178011903","022000","","","","","N","","","","","","N","","2","01457995","05"
2017073183,"05","1","40 VIOLET DRIVE","","ETTERS","PA","17319","MID PENN BROKERS LLC","7173290316","","","","","","N","","","","","","N","A-8917340","2","00256649","08"
2017074733,"02","8","45 ERICK ROAD","","LANCASTER","PA","17601","SOUTH CENTRAL TRANSIT AUTHORITY","7172911243","000000","","","","","N","","","","","","N","","2","","10"
2017076868,"03","9","510 SOUTH ENTERPRISE BL","","LEBANON","IN","46052","NATIONAL FREIGHT INC","5749102222","014366","","","","","N","","","","","","N","","2","01486168","08"
2017078110,"99","9","1823 LINCOLN HWY E","","LANCASTER","PA","17602","HEGEMANS LANDSCAPE & TREE SERVIC","9999999999","011000","","","","","N","","","","","","U","","2","","05"
2017078110,"03","3","37 CAMEO RD","","CLAYMONT","DE","19703","C&D FORREST TRANSPORT","2157789994","999999","","","","","N","","","","","","N","","3","01023257","08"
2017087029,"03","4","70 KINGSTON DR","","PALMYRA","PA","17078","SUMMY AND SON TRUCKING","7177124405","000000","","","","","N","","","","","","N","","1","00286484","04"
2017102784,"03","2","101 W HARRISBURG AVE","","RHEEMS","PA","17570","WFM TRANSPORT","8006926008","073280","","","","","N","","","","","","U","","2","00822830","04"
2017107220,"05","3","430 REGENCY CENTRE","","COLLINSVILLE","IL","62234","MERCER TRANSPORTATION COMPANY","8009557475","080000","3","","","","Y","1","","","","","N","","1","00154712","08"
2017113477,"02","1","400 CHERYL AVE","","MECHANICSBURG","PA","17055","JOHN GROSS & CO INC","7179180138","036000","","","","","N","","","","","","N","","2","00014422","03"
2017120414,"04","7","85 BRICKYARD ROAD","","YORK","PA","17402","PENN WASTE INC","7177674456","041420","","","","","N","","","","","","N","","1","02070588","04"
2017121193,"03","6","2708 MADISON ST","","CHESTER","PA","19013","R & R AUTOMOTIVE TRANSPORT INC.","0000000000","080000","","","","","N","","","","","","N","","1","00582204","06"
2017127566,"01","8","102 MARTIC HEIGHTS DRIV","","HOLTWOOD","PA","17532","ESCHBACH","7172844162","010000","","","","","N","","","","","","N","","2","","10"
2017130179,"99","9","505 PRINCE GEORGE DR","","LANCASTER","PA","17601","LARSEN LOGISTICS INC","9999999999","011000","","","","","N","","","","","","N","","1","","05"
2017131485,"03","2","10 NOR POLE RD","","ORANGEVILLE","PA","17859","TOM BOWMAN TRUCKING CO.","5706835589","080000","","","","","N","","","","","","N","A-00113033","1","00457429","08"
